subj_idx,Participant Private ID,age_corrected,age_group,gender,worksit,education,edu_group,ideology,ideology_num,partisanship,conservative_rating,labour_rating,libdem_rating,green_rating,reform_rating,questionnaire_attention_check,attention_start,attention_end,crt_correct,dogmatism,affective_polarisation,m_climate,m_immigration,m_punishment,m_teaculture,m_brain,m_gender,m_discrimination,m_adoption,m_selfenhancement,m_cats,s_climate,s_immigration,s_punishment,s_teaculture,s_brain,s_gender,s_discrimination,s_adoption,s_selfenhancement,s_cats,ideo_group,ideo_strength,ideo_m_climate,ideo_m_adoption,ideo_m_punishment,ideo_m_gender,ideo_m_discrimination,ideo_m_immigration,ideo_m_teaculture,ideo_m_brain,ideo_m_cats,self_m_enhancement
236,11706594,24,18-24,female,Unemployed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Slightly left,3,Labour,30,81,70,75,1,passed,Yes,Yes,0,19,30.910192493739018,Higher,Neutral,Higher,Higher,Neutral,Higher,Lower,Higher,Neutral,Lower,2,,1,2,,2,1,2,,1,Left,1,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
237,11706788,23,18-24,female,Employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Moderate,4,Conservative,41,43,24,32,11,passed,Yes,No,2,27,11.754148203932091,Higher,Neutral,Higher,Higher,Neutral,Higher,Lower,Lower,Higher,Higher,2,,1,1,,2,1,2,1,1,Moderate,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Higher
238,11706912,30,25-31,male,Unemployed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Moderate,4,Conservative,62,35,1,44,3,passed,Yes,Yes,2,31,23.706539182259394,Higher,Higher,Higher,Neutral,Higher,Higher,Neutral,Higher,Neutral,Lower,1,2,1,,1,1,,1,,2,Moderate,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Higher
476,11707045,23,18-24,male,Unemployed,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",ISCED 5-8,Moderate,4,Reform UK,40,16,26,22,69,passed,Yes,Yes,0,23,18.927229062913568,Neutral,Lower,Neutral,Higher,Higher,Higher,Lower,Neutral,Higher,Higher,,1,,2,2,1,1,,2,1,Moderate,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Higher
463,11707138,20,18-24,female,At university,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Slightly right,5,Conservative,63,27,45,36,61,passed,Yes,,1,31,13.965672200076874,Higher,Higher,Higher,Higher,Neutral,Higher,Neutral,Neutral,Neutral,Neutral,1,1,1,1,,1,,,,,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
239,11707559,18,18-24,male,In school,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Right,6,Reform UK,50,20,20,38,70,passed,Yes,Yes,2,25,18.990523952750753,Higher,Higher,Higher,Higher,Higher,Higher,Neutral,Higher,Higher,Lower,1,1,2,1,1,1,,1,1,1,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
465,11707624,27,25-31,male,Unemployed,Secondary school up to 16 years (GCSEs or equivalent),ISCED 0-2,Slightly right,5,__other,0,0,50,50,50,passed,Yes,Yes,3,22,24.49489742783178,Higher,Neutral,Lower,Higher,Neutral,Higher,Lower,Lower,Lower,Lower,1,,1,2,,1,1,1,1,2,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
240,11707860,22,18-24,male,Unemployed,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Slightly right,5,Conservative,95,15,40,10,0,passed,Yes,No,2,34,34.14674215792775,Lower,Lower,Higher,Neutral,Neutral,Lower,Neutral,Lower,Higher,Lower,1,2,1,,,1,,1,1,1,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
241,11708967,29,25-31,male,Employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Slightly right,5,Conservative,72,12,57,64,82,passed,Yes,Yes,2,21,24.17933001553186,Higher,Lower,Lower,Higher,Higher,Higher,Lower,Lower,Higher,Lower,1,1,1,1,1,1,1,2,1,2,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
467,11708993,26,25-31,female,Employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Right,6,Conservative,85,1,71,45,70,passed,Yes,Yes,0,25,29.648608736330274,Higher,Higher,Higher,Higher,Higher,Higher,Lower,Higher,Lower,Lower,2,2,2,2,1,1,1,1,2,2,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
468,11709098,26,25-31,male,Self-employed,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",ISCED 5-8,Left,2,Labour,0,40,40,35,0,passed,Yes,Yes,2,21,18.867962264113206,Higher,Higher,Lower,Neutral,Higher,Higher,Lower,Lower,Higher,Lower,2,1,1,,1,2,1,2,1,2,Left,2,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
469,11709209,22,18-24,male,Employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Right,6,Reform UK,90,20,50,60,80,passed,Yes,Yes,0,18,24.49489742783178,Higher,Neutral,Higher,Higher,Higher,Neutral,Lower,Lower,Higher,Lower,1,,1,1,1,,1,2,1,1,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
244,11709221,38,Above 32,male,Employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Extremely left,1,Labour,0,58,32,37,0,passed,Yes,Yes,0,17,22.499777776680375,Higher,Lower,Lower,Higher,Higher,Higher,Lower,Lower,Higher,Lower,2,2,2,1,1,2,1,2,1,1,Left,3,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
475,11709298,31,25-31,female,Employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Moderate,4,Labour,35,98,7,77,82,passed,Yes,Yes,0,21,33.617852400175714,Higher,Neutral,Higher,Higher,Higher,Neutral,Lower,Higher,Higher,Neutral,1,,1,2,2,,2,2,2,,Moderate,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Higher
245,11709560,18,18-24,female,Unemployed,Secondary school up to 16 years (GCSEs or equivalent),ISCED 0-2,Slightly right,5,Reform UK,0,0,0,0,80,passed,Yes,Yes,3,26,32,Neutral,Higher,Neutral,Neutral,Higher,Lower,Higher,Neutral,Lower,Lower,,2,,,1,1,1,,1,1,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
246,11709566,26,25-31,male,Employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Moderate,4,Conservative,74,63,67,43,57,passed,Yes,Yes,0,22,10.476640682967036,Higher,Higher,Higher,Higher,Higher,Neutral,Lower,Higher,Lower,Lower,1,2,1,1,1,,1,1,1,1,Moderate,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Higher
470,11710606,37,Above 32,female,Employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Left,2,Green,10,66,75,99,0,passed,Yes,Yes,2,20,38.42395086401189,Higher,Neutral,Lower,Higher,Higher,Higher,Lower,Lower,Lower,Neutral,1,,1,1,1,2,2,2,2,,Left,2,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
247,11711736,34,Above 32,male,Employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Slightly right,5,Labour,4,80,45,30,70,passed,Yes,Yes,3,17,27.396350121868423,Higher,Higher,Higher,Higher,Neutral,Higher,Lower,Lower,Higher,Lower,1,2,2,2,,1,1,2,2,2,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
248,11712555,22,18-24,male,At university,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Slightly right,5,Liberal Democrat,45,70,72,64,17,passed,Yes,Yes,3,20,20.635891063872187,Higher,Higher,Lower,Higher,Neutral,Lower,Higher,Lower,Higher,Lower,2,1,1,2,,1,1,1,1,1,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
471,11713846,23,18-24,male,Employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Extremely right,7,Liberal Democrat,52,50,100,50,62,passed,Yes,Yes,0,21,19.124852940611074,Higher,Lower,Higher,Higher,Higher,Higher,Lower,Neutral,Higher,Lower,1,1,1,1,2,1,2,,1,2,Right,3,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
474,11713862,20,18-24,male,At university,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Left,2,Labour,0,82,50,81,0,passed,Yes,Yes,3,25,36.636593728129256,Higher,Lower,Higher,Higher,Neutral,Neutral,Lower,Lower,Lower,Higher,1,1,1,1,,,1,2,1,2,Left,2,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
249,11713875,20,18-24,female,At university,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Left,2,Green,30,65,50,85,2,passed,Yes,Yes,3,21,28.597902020952517,Higher,Neutral,Neutral,Higher,Higher,Higher,Lower,Lower,Neutral,Lower,2,,,2,1,1,1,2,,2,Left,2,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
250,11714007,23,18-24,male,At university,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Moderate,4,__other,50,50,50,50,50,passed,Yes,Yes,3,19,0,Neutral,Lower,Higher,Lower,Higher,Higher,Lower,Neutral,Higher,Higher,,2,2,2,2,1,2,,2,1,Moderate,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Higher
472,11744699,22,18-24,female,At university,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Left,2,Labour,12,61,32,76,1,passed,Yes,Yes,3,20,28.429562078934666,Higher,Neutral,Lower,Higher,Higher,Higher,Lower,Lower,Neutral,Lower,1,,1,1,1,2,1,2,,1,Left,2,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
473,11744712,18,18-24,female,At university,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Left,2,Labour,21,47,39,42,7,passed,Yes,Yes,1,22,14.945233353815524,Higher,Lower,Higher,Neutral,Neutral,Higher,Lower,Lower,Neutral,Neutral,1,1,1,,,2,1,1,,,Left,2,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
251,11745314,24,18-24,male,Employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Right,6,Conservative,70,5,15,15,65,passed,Yes,Yes,3,31,27.640549922170507,Higher,Higher,Higher,Higher,Neutral,Higher,Lower,Neutral,Higher,Neutral,1,2,2,2,,2,1,,2,,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
243,11709127,37,Above 32,female,Unemployed,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",ISCED 5-8,Left,2,Labour,9,76,36,36,0,passed,Yes,Yes,1,15,26.52998303806469,Higher,Lower,Lower,Neutral,Higher,Higher,Lower,Lower,Lower,Higher,2,2,1,,2,2,2,2,1,1,Left,2,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
242,11709097,19,18-24,female,At university,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Right,6,Reform UK,20,36,21,0,100,passed,Yes,Yes,2,26,34.26718546948377,Higher,Higher,Higher,Lower,Higher,Higher,Lower,Lower,Higher,Neutral,1,2,2,2,1,2,1,2,1,,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
466,11708511,19,18-24,male,Unemployed,Secondary school up to 16 years (GCSEs or equivalent),ISCED 0-2,Right,6,Reform UK,30,5,70,10,80,passed,Yes,Yes,0,19,30.72458299147443,Higher,Higher,Higher,Higher,Neutral,Higher,Lower,Higher,Higher,Neutral,2,2,1,2,,2,1,1,1,,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
464,11707591,26,25-31,male,Self-employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Right,6,Reform UK,0,0,0,0,100,passed,Yes,Yes,2,31,40,Neutral,Higher,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Lower,,2,1,1,2,2,1,2,2,1,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
461,11706240,29,25-31,male,Employed,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Right,6,Reform UK,30,30,22,2,68,passed,Yes,Yes,2,25,21.406541056415445,Higher,Higher,Higher,Higher,Neutral,Lower,Higher,Higher,Higher,Higher,1,2,1,1,,1,1,1,1,1,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
230,11704876,28,25-31,male,Employed,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Right,6,Reform UK,50,0,7,10,80,passed,Yes,Yes,0,28,30.748008065564182,Lower,Higher,Higher,Higher,Neutral,Higher,Higher,Neutral,Higher,Lower,2,1,1,1,,1,1,,1,1,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
227,11704008,25,25-31,male,Employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Right,6,__other,40,5,30,0,45,passed,Yes,Yes,3,32,18.275666882497067,Neutral,Higher,Lower,Neutral,Neutral,Lower,Higher,Neutral,Higher,Higher,,1,1,,,2,1,,1,1,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
223,11701168,18,18-24,male,At university,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Slightly right,5,Conservative,75,16,20,33,52,passed,Yes,Yes,3,23,21.866869917754578,Higher,Higher,Higher,Higher,Higher,Lower,Lower,Lower,Higher,Neutral,1,1,1,2,2,1,2,1,1,,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
221,11700920,24,18-24,female,Employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Moderate,4,Conservative,79,27,39,48,47,passed,Yes,Yes,1,21,17.227884373886425,Neutral,Higher,Neutral,Higher,Higher,Higher,Lower,Lower,Higher,Higher,,1,,1,1,1,1,1,1,1,Moderate,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Higher
448,11700534,31,25-31,male,Employed,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Slightly right,5,Reform UK,69,19,13,9,80,passed,Yes,Yes,0,29,30.172835465033774,Lower,Higher,Higher,Higher,Higher,Higher,Higher,Neutral,Neutral,Lower,1,1,1,2,1,2,1,,,2,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
216,11700290,26,25-31,female,Employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Slightly left,3,Conservative,76,33,60,71,17,passed,Yes,Yes,3,20,22.73851358378555,Higher,Neutral,Higher,Higher,Neutral,Higher,Lower,Lower,Higher,Neutral,1,,1,2,,1,1,2,1,,Left,1,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
480,11700122,33,Above 32,female,Employed,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Slightly right,5,Labour,1,83,86,84,1,passed,Yes,Yes,0,22,40.83625839863392,Higher,Lower,Higher,Higher,Neutral,Higher,Lower,Lower,Lower,Lower,2,1,1,2,,2,2,2,1,1,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
446,11700064,36,Above 32,male,Unemployed,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Slightly right,5,Conservative,70,5,9,4,70,passed,Yes,Yes,2,29,31.39808911382984,Lower,Higher,Neutral,Lower,Higher,Neutral,Higher,Neutral,Neutral,Lower,1,2,,1,1,,2,,,1,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
443,11698799,30,25-31,male,Self-employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Extremely right,7,Reform UK,50,0,20,0,80,passed,Yes,Yes,2,19,30.983866769659336,Lower,Higher,Neutral,Neutral,Higher,Lower,Higher,Neutral,Higher,Lower,1,2,,,1,1,2,,2,2,Right,3,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
207,11698534,38,Above 32,male,Employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Right,6,Reform UK,5,5,3,3,85,passed,Yes,Yes,3,29,32.41234332781263,Neutral,Higher,Higher,Higher,Higher,Neutral,Lower,Higher,Neutral,Lower,,2,2,1,2,,1,2,,1,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
205,11698437,19,18-24,male,Self-employed,Secondary school up to 16 years (GCSEs or equivalent),ISCED 0-2,Right,6,Reform UK,22,0,0,0,100,passed,Yes,Yes,0,39,38.74841932259947,Neutral,Higher,Higher,Higher,Neutral,Lower,Higher,Higher,Neutral,Neutral,,2,2,2,,2,2,2,,,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
483,11698377,20,18-24,male,Employed,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Slightly right,5,__other,25,40,40,20,45,passed,Yes,Yes,3,28,9.695359714832659,Higher,Neutral,Neutral,Higher,Neutral,Higher,Lower,Lower,Higher,Higher,2,,,2,,1,1,1,2,1,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
204,11698360,20,18-24,male,Employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Slightly right,5,Reform UK,44,7,29,47,82,passed,Yes,Yes,3,30,24.587801853764805,Higher,Higher,Higher,Higher,Higher,Neutral,Higher,Neutral,Higher,Lower,1,2,1,1,1,,1,,1,1,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
203,11698213,38,Above 32,female,Employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Slightly right,5,Conservative,61,36,41,24,12,passed,Yes,Yes,3,15,16.50939126679115,Higher,Neutral,Lower,Neutral,Neutral,Higher,Lower,Lower,Higher,Neutral,2,,1,,,2,1,2,1,,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
202,11698199,21,18-24,male,Employed,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Slightly right,5,Conservative,63,30,16,9,76,passed,Yes,Yes,3,22,26.286118009321957,Higher,Higher,Neutral,Higher,Higher,Higher,Lower,Lower,Lower,Lower,1,2,,1,1,1,2,1,2,1,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
440,11697920,31,25-31,female,Employed,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Slightly right,5,Conservative,59,16,29,9,3,passed,Yes,Yes,1,26,19.88366163461851,Neutral,Higher,Neutral,Higher,Higher,Higher,Neutral,Lower,Neutral,Neutral,,1,,1,1,1,,1,,,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
200,11697704,37,Above 32,male,Employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Right,6,Reform UK,0,0,5,20,55,passed,Yes,Yes,2,21,20.83266665599966,Higher,Higher,Higher,Neutral,Neutral,Higher,Lower,Lower,Lower,Neutral,1,1,1,,,1,2,2,1,,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
436,11697658,29,25-31,male,Employed,Secondary school up to 16 years (GCSEs or equivalent),ISCED 0-2,Right,6,Reform UK,65,7,11,3,73,passed,Yes,Yes,0,35,30.583655765784446,Lower,Higher,Higher,Higher,Neutral,Higher,Lower,Higher,Lower,Higher,1,2,2,1,,1,1,2,1,1,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
198,11697337,37,Above 32,female,Employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Moderate,4,__other,50,50,50,50,50,passed,Yes,Yes,1,33,0,Higher,Higher,Higher,Neutral,Higher,Lower,Lower,Neutral,Higher,Lower,2,1,2,,1,1,1,,2,2,Moderate,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Higher
485,11697254,34,Above 32,male,Employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Slightly right,5,Conservative,55,6,0,20,55,passed,Yes,Yes,3,26,23.608473055240147,Lower,Higher,Neutral,Neutral,Higher,Higher,Higher,Higher,Higher,Higher,2,1,,,1,1,2,1,2,1,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
486,11697215,24,18-24,female,Employed,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Right,6,Conservative,96,0,17,30,69,passed,Yes,Yes,1,27,35.148826438445994,Higher,Higher,Higher,Higher,Higher,Higher,Higher,Lower,Higher,Lower,2,1,1,2,2,2,1,2,1,2,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
197,11697141,34,Above 32,male,Employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Right,6,Conservative,80,10,20,10,80,passed,Yes,Yes,2,32,32.863353450309965,Lower,Lower,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher,1,1,1,1,1,2,1,2,1,1,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
487,11697091,18,18-24,male,Unemployed,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Right,6,Reform UK,40,10,66,20,85,passed,Yes,Yes,1,26,27.97427389584938,Lower,Higher,Higher,Higher,Neutral,Higher,Higher,Neutral,Lower,Lower,2,1,2,1,,1,1,,1,2,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
196,11697046,24,18-24,male,Unemployed,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Extremely right,7,__other,0,0,10,5,50,passed,Yes,Yes,3,49,18.867962264113206,Neutral,Higher,Higher,Higher,Higher,Lower,Higher,Neutral,Higher,Neutral,,2,2,2,1,2,2,,1,,Right,3,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
488,11696910,30,25-31,male,Employed,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",ISCED 5-8,Slightly right,5,__other,39,31,42,42,8,passed,Yes,Yes,2,16,12.84678948220138,Higher,Lower,Higher,Neutral,Higher,Higher,Lower,Higher,Higher,Neutral,1,2,2,,2,2,1,1,1,,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
194,11696796,28,25-31,male,Employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Right,6,Reform UK,80,0,10,30,95,passed,Yes,Yes,3,25,37.89459064299283,Higher,Higher,Higher,Higher,Higher,Higher,Neutral,Lower,Higher,Lower,1,1,1,1,1,1,,2,1,1,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
434,11696494,34,Above 32,female,Working in the household,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",ISCED 5-8,Slightly right,5,__other,37,0,9,1,37,passed,Yes,Yes,0,20,16.78570820668583,Neutral,Neutral,Higher,Neutral,Higher,Higher,Lower,Higher,Higher,Lower,,,1,,2,1,1,1,1,1,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
191,11696477,24,18-24,male,At university,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Right,6,Reform UK,15,20,30,5,50,passed,Yes,Yes,3,30,15.297058540778355,Lower,Higher,Higher,Higher,Neutral,Lower,Higher,Higher,Higher,Lower,2,1,2,1,,2,1,2,1,1,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
433,11696326,26,25-31,female,Employed,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",ISCED 5-8,Slightly right,5,Liberal Democrat,65,29,83,50,1,passed,Yes,Yes,0,23,28.492806109613003,Higher,Neutral,Lower,Neutral,Higher,Lower,Lower,Lower,Higher,Lower,1,,2,,2,1,2,2,1,1,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
187,11696153,18,18-24,female,At university,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Right,6,Reform UK,68,1,53,78,95,passed,Yes,Yes,0,21,32.056200648236526,Higher,Higher,Higher,Higher,Neutral,Higher,Higher,Lower,Higher,Higher,2,2,1,1,,2,1,2,2,1,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
491,11696129,24,18-24,female,Employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Slightly right,5,Reform UK,40,17,47,41,61,passed,Yes,Yes,3,29,14.232357499725756,Higher,Higher,Higher,Neutral,Neutral,Neutral,Lower,Higher,Neutral,Neutral,1,1,1,,,,1,2,,,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
431,11695918,27,25-31,male,Employed,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",ISCED 5-8,Right,6,Liberal Democrat,28,62,64,72,47,passed,Yes,Yes,3,28,15.564061166674975,Higher,Higher,Higher,Higher,Higher,Lower,Lower,Higher,Higher,Lower,2,1,1,1,1,1,1,1,2,2,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
183,11695714,35,Above 32,female,Employed,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",ISCED 5-8,Extremely right,7,Conservative,98,48,55,45,48,passed,Yes,Yes,3,30,19.873600579663464,Higher,Neutral,Higher,Higher,Higher,Lower,Lower,Higher,Neutral,Lower,1,,1,1,1,2,1,2,,1,Right,3,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
429,11695682,32,Above 32,female,Employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Slightly right,5,Conservative,58,49,52,49,24,passed,Yes,Yes,0,34,11.672189169131899,Neutral,Lower,Neutral,Neutral,Neutral,Higher,Neutral,Higher,Higher,Higher,,1,,,,2,,1,1,1,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
